Customer ID,Gender,Age,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Contract,Churn
8008-HAWED,Male,44,0,No,No,14,No,No ,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,50.75,712.75,Month-to-month,Yes
7124-UGSUR,Female,20,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),104.4,6405,One year,Yes
1862-SKORY,Female,21,1,Yes,No,40,No,No,DSL,No,Yes,No,No,Yes,No,Yes,Electronic check,39.3,1637.4,Month-to-month,Yes
5236-XMZJY,Female,22,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Bank transfer (automatic),59.65,2536.55,Month-to-month,No
4827-DPADN,Female,23,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),83.3,6042.7,Two year,No
2694-CIUMO,Female,24,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Yes,Credit card (automatic),79.55,958.25,Month-to-month,No
5846-ABOBJ,Male,25,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,No,Bank transfer (automatic),24.45,1730.65,Two year,No
1439-LCGVL,Female,26,0,Yes,No,26,Yes,No,No,No,No,No,No,No,No,No,Mailed check,19.2,459.6,One year,No
0909-SDHNU,Female,27,0,No,Yes,7,No,No,DSL,Yes,No,No,No,No,No,No,Mailed check,29.8,201.95,Month-to-month,No
4647-XXZAM,Female,28,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,45.5,285.2,Month-to-month,No
1502-XFCVR,Female,29,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,106.45,6145.85,One year,Yes
7740-KKCXF,Male,30,0,Yes,No,51,No,No,DSL,No,Yes,No,No,No,No,Yes,Credit card (automatic),30.05,1529.45,Month-to-month,No
5360-XGYAZ,Male,31,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),65.65,4664.5,Two year,No
9692-TUSXH,Female,32,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,96.05,1740.7,Month-to-month,Yes
7912-SYRQT,Female,33,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),75.1,552.95,Month-to-month,Yes
3557-HTYWR,Female,34,0,No,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No,Mailed check,74.05,3496.3,Two year,No
4816-JBHOV,Male,35,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,44.7,93.7,Month-to-month,Yes
8920-NAVAY,Male,36,1,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),110.75,7053.35,One year,No
1699-TLDLZ,Female,37,0,Yes,Yes,16,Yes,No,No,No,No,No,No,No,No,No,Mailed check,19.7,301.55,Two year,No
5600-PDUJF,Male,20,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Credit card (automatic),49.5,312.7,Month-to-month,No
8292-TYSPY,Male,21,0,No,No,19,Yes,No,DSL,No,No,Yes,Yes,No,No,Yes,Credit card (automatic),55.0,1046.5,Month-to-month,Yes
0567-XRHCU,Female,22,0,Yes,Yes,69,No,No,DSL,Yes,No,Yes,No,No,Yes,Yes,Credit card (automatic),43.95,2960.1,Two year,No
1867-BDVFH,Male,23,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.35,834.2,Month-to-month,Yes
2067-QYTCF,Female,24,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,111.15,6953.4,Month-to-month,No
2359-QWQUL,Female,25,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),104.7,4134.85,One year,Yes
9103-TCIHJ,Female,26,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Mailed check,55.7,899.8,Month-to-month,Yes
7407-SUJIZ,Male,27,0,No,No,25,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Mailed check,20.6,541.5,Month-to-month,No
9150-KPBJQ,Female,28,0,No,No,6,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Credit card (automatic),19.65,116.85,Two year,No
0052-DCKON,Male,29,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),115.8,7942.15,One year,No
3654-ARMGP,Female,30,0,No,No,61,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),88.65,5321.25,Two year,No
9699-UBQFS,Female,31,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Electronic check,94.5,4156.8,Month-to-month,No
9367-TCUYN,Female,32,0,No,No,12,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Mailed check,20.1,223.6,Month-to-month,No
1261-FWTTE,Male,33,1,No,No,23,No,No,DSL,No,No,No,No,No,Yes,Yes,Bank transfer (automatic),34.65,768.45,Month-to-month,No
3528-HFRIQ,Male,34,1,Yes,No,71,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),52.3,3765.05,Month-to-month,No
0708-SJDIS,Female,35,0,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Mailed check,65.0,2157.5,Month-to-month,No
4140-WJAWW,Female,36,0,No,No,5,Yes,No,No,No,No,No,No,No,No,No,Credit card (automatic),19.85,108.05,Month-to-month,Yes
2073-QBVBI,Female,37,0,Yes,No,41,No,No,DSL,No,Yes,No,Yes,No,No,No,Mailed check,35.45,1391.65,One year,No
6928-ONTRW,Female,38,0,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No,No,Credit card (automatic),19.7,1379.8,Two year,No
3320-VEOYC,Male,39,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,95.6,1273.3,Month-to-month,No
5231-FIQPA,Female,20,0,No,No,41,Yes,No,No,No,No,No,No,No,No,Yes,Mailed check,19.85,810.45,Two year,No
6617-WLBQC,Female,21,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,Credit card (automatic),81.85,1810.85,One year,No
2599-CIPQE,Male,22,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),109.3,7782.85,Two year,No
6653-CBBOM,Female,23,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.3,70.3,Month-to-month,Yes
8774-GSBUN,Male,24,0,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,No,Mailed check,25.4,1797.1,Two year,No
7326-RIGQZ,Male,25,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.8,377.85,Month-to-month,No
1401-FTHFQ,Male,26,0,Yes,Yes,23,Yes,No,No,No,No,No,No,No,No,Yes,Credit card (automatic),20.0,445.3,One year,No
3247-ZVOUO,Male,27,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,85.55,851.75,Month-to-month,Yes
0254-FNMCI,Female,28,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,109.9,7624.2,Two year,No
1848-LBZHY,Female,29,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Bank transfer (automatic),50.3,355.1,Month-to-month,No
6101-IMRMM,Male,30,0,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,Mailed check,94.5,575.45,Month-to-month,Yes
8118-TJAFG,Male,31,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,101.5,906.85,Month-to-month,No
5429-LWCMV,Female,32,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,89.15,1057.55,Month-to-month,No
7298-IZWLY,Female,33,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Yes,Mailed check,19.4,19.4,Month-to-month,No
9758-MFWGD,Female,34,1,Yes,Yes,48,No,No,DSL,No,Yes,No,No,No,No,No,Bank transfer (automatic),29.9,1388.75,One year,No
3955-JBZZM,Male,35,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,Electronic check,78.8,1641.3,Month-to-month,No
1268-ASBGA,Female,36,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Credit card (automatic),85.35,1375.15,Month-to-month,Yes
8943-URTMR,Female,37,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Mailed check,79.65,152.7,Month-to-month,Yes
4815-TUMEQ,Female,38,0,No,No,10,Yes,No,No,No,No,No,No,No,No,Yes,Mailed check,19.3,185.2,One year,No
4713-LZDRV,Female,39,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,79.6,195.05,Month-to-month,Yes
9909-IDLEK,Male,40,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,No,Mailed check,96.8,1826.7,Month-to-month,No
4092-OFQZS,Male,41,0,Yes,No,20,Yes,No,No,No,No,No,No,No,No,No,Mailed check,20.65,417.5,One year,No
1561-BWHIN,Male,20,0,Yes,Yes,19,Yes,No,No,No,No,No,No,No,No,No,Mailed check,19.8,344.5,One year,No
4325-NFSKC,Male,21,1,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Yes,Electronic check,90.6,1660,Month-to-month,Yes
9927-DSWDF,Male,22,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,104.6,2180.55,Month-to-month,No
9500-LTVBP,Female,23,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,Credit card (automatic),80.05,2835.9,Month-to-month,No
7252-NTGSS,Female,24,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,45.15,45.15,Month-to-month,No
8149-AIQCG,Male,25,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),73.15,2730.85,Month-to-month,No
1360-JYXKQ,Female,26,1,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,99.1,5437.1,One year,No
2955-PSXOE,Female,27,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),20.2,20.2,Month-to-month,Yes
7762-URZQH,Male,28,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),106.05,6981.35,Two year,Yes
0899-WZRSD,Male,29,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Mailed check,105.35,5794.45,Month-to-month,No
3255-GRXMG,Male,30,0,No,Yes,18,Yes,No,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),45.65,747.2,Month-to-month,No
4828-FAZPK,Female,31,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Credit card (automatic),79.95,1267.95,Month-to-month,No
6094-ZIVKX,Female,32,0,No,No,68,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,Credit card (automatic),54.45,3674.95,One year,No
6925-BAYGL,Female,33,1,Yes,No,53,Yes,Yes,No,No ,No ,No ,No ,No ,No ,No,Credit card (automatic),25.1,1275.6,Two year,No
3262-EIDHV,Female,34,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),84.7,5893.9,Two year,No
7354-OIJLX,Male,35,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,75.85,724.65,Month-to-month,No
1376-HHBDV,Female,36,0,No,No,30,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Mailed check,48.8,1536.75,Month-to-month,No
6907-NZZIJ,Female,37,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,99.15,3615.6,Month-to-month,Yes
6133-OZILE,Female,38,0,No,No,18,No,No,DSL,No,No,Yes,Yes,No,No,Yes,Electronic check,35.2,607.3,Month-to-month,No
4135-FRWKJ,Female,39,1,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Electronic check,76.25,4154.55,One year,No
2911-UREFD,Female,40,0,Yes,No,39,No,No ,DSL,Yes,No,Yes,No,Yes,Yes,No,Electronic check,55.9,2184.35,Month-to-month,Yes
3744-ZRRDZ,Male,41,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,82.35,1852.85,Month-to-month,Yes
5673-TIYIB,Male,42,0,No,No,2,No,No,DSL,No,Yes,Yes,Yes,No,No,Yes,Credit card (automatic),40.4,77.15,Month-to-month,Yes
6551-ZCOTS,Male,43,1,No,No,33,Yes,Yes,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),24.9,847.8,One year,No
7191-ADRGF,Male,20,0,Yes,No,44,No,No ,DSL,No,Yes,Yes,No,Yes,Yes,No,Bank transfer (automatic),54.3,2390.45,Two year,No
5018-LXQQG,Female,21,0,Yes,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,Bank transfer (automatic),66.3,1923.5,Month-to-month,No
6892-BOGQE,Female,22,0,Yes,No,71,Yes,No,No,No ,No ,No ,No ,No ,No ,Yes,Bank transfer (automatic),20.9,1493.2,Two year,No
1602-IJQQE,Female,23,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Electronic check,75.35,338.1,Month-to-month,Yes
4628-WQCQQ,Male,24,0,No,Yes,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,Electronic check,85.15,3030.6,One year,Yes
1746-TGTWV,Male,25,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,Credit card (automatic),75.35,75.35,Month-to-month,No
5995-SNNEW,Male,26,1,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.45,2184.85,Month-to-month,No
8050-WYBND,Female,27,0,No,Yes,22,No,No ,DSL,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),49.45,1031.4,One year,No
2821-WARNZ,Female,28,0,No,Yes,49,Yes,No,No,No,No,No,No,No,No,No,Credit card (automatic),19.45,921.3,One year,No
4879-GZLFH,Female,29,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,92.15,3875.4,Month-to-month,No
1644-IRKSF,Female,30,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,93.8,3124.5,One year,Yes
8314-HTWVE,Female,31,0,Yes,Yes,7,Yes,No,No,No,No,No,No,No,No,No,Mailed check,19.85,144.15,Two year,No
9402-ROUMJ,Female,32,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),100.25,6689,One year,No
2507-QZPQS,Male,33,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,No,Electronic check,95.7,1451.1,Month-to-month,No
7159-NOKYQ,Male,34,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Electronic check,93.15,6368.2,Two year,No
5707-ZMDJP,Male,35,0,Yes,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Mailed check,69.7,3729.6,Two year,No
8779-YIQQA,Male,36,0,Yes,Yes,21,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Mailed check,19.8,350.1,One year,No
7136-IHZJA,Female,37,0,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Mailed check,71.35,2847.2,Month-to-month,No
8966-OIQHG,Female,38,0,Yes,Yes,22,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Bank transfer (automatic),20.75,452.35,One year,No
7074-STDCN,Male,39,0,No,No,39,No,No,DSL,No ,No,No,Yes,No,Yes,Yes,Electronic check,40.6,1494.5,Month-to-month,No
3705-PSNGL,Male,40,0,No,No,45,Yes,No,No,No ,No ,No ,No ,No ,No ,Yes,Electronic check,20.4,930.45,One year,Yes
8739-QOTTN,Female,20,0,Yes,No,2,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Mailed check,20.35,41.85,Month-to-month,No
1399-OUPJN,Female,21,0,Yes,Yes,57,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Bank transfer (automatic),19.75,1272.05,Two year,No
0277-BKSQP,Male,22,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Yes,Electronic check,54.4,475.1,Month-to-month,No
6502-HCJTI,Male,23,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Credit card (automatic),94.7,673.1,Month-to-month,Yes
2606-RMDHZ,Male,24,0,No,No,6,No,No ,DSL,No,Yes,No,No,No,No,Yes,Credit card (automatic),30.5,208.7,Month-to-month,Yes
5774-XZTQC,Female,25,0,Yes,Yes,7,Yes,No,No,No,No,No,No,No,No,No,Mailed check,20.45,150.75,Month-to-month,No
2676-SSLTO,Male,26,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Bank transfer (automatic),66.15,3199,Two year,No
6266-QHOJZ,Female,27,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Electronic check,89.85,5844.65,One year,No
7269-JISCY,Female,28,0,No,No,55,Yes,No,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),45.05,2462.6,One year,No
0363-SVHYR,Male,29,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),86.85,6263.8,Two year,No
8547-NSBBO,Male,30,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Mailed check,96.75,3403.4,Month-to-month,No
8258-GSTJK,Male,31,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,77.0,237.75,Month-to-month,Yes
6861-OKBCE,Female,32,0,No,Yes,11,Yes,No,No,No,No,No,No,No,No,No,Credit card (automatic),20.1,221.35,Month-to-month,Yes
9940-RHLFB,Female,33,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,Electronic check,75.3,75.3,Month-to-month,Yes
6591-QGOYB,Male,34,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),106.65,1672.1,Month-to-month,No
9070-BCKQP,Female,35,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),110.15,7881.2,Two year,No
6421-SZVEM,Female,36,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Yes,Bank transfer (automatic),82.85,2320.8,One year,No
1328-EUZHC,Female,37,0,Yes,No,18,Yes,No,No,No,No,No,No,No,No,No,Mailed check,20.1,370.5,Two year,No
2995-UPRYS,Female,38,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),99.2,4062.2,One year,Yes
8878-RYUKI,Female,39,0,No,No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Yes,Electronic check,59.45,3043.7,Month-to-month,No
9633-DENPU,Female,40,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),58.6,2723.4,Month-to-month,No
7811-JIVPF,Female,20,0,No,No,23,Yes,No,DSL,No,No,Yes,No,No,No,No,Credit card (automatic),49.7,1081.25,Month-to-month,No
7113-HIPFI,Male,21,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No,Mailed check,65.85,4097.05,Two year,No
8541-QVFKM,Female,22,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,73.5,632.2,Month-to-month,No
6686-YPGHK,Male,23,1,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,No,Mailed check,85.5,4042.3,Month-to-month,Yes
1383-EZRWL,Female,24,0,No,No,7,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Mailed check,20.05,164.85,Month-to-month,Yes
9258-CNWAC,Female,25,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),113.65,8166.8,Two year,No
5371-VYLSX,Female,26,1,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Yes,Electronic check,83.4,4113.7,Month-to-month,No
6374-AFWOX,Male,27,0,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No,Mailed check,65.65,3047.15,Two year,No
4759-TRPLW,Male,28,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,70.4,70.4,Month-to-month,Yes
5317-FLPJF,Female,29,0,No,No,66,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),61.35,4193.4,Two year,No
7621-VPNET,Female,30,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes,Credit card (automatic),85.9,3729.75,Month-to-month,No
6034-YMTOB,Female,31,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Yes,Mailed check,75.65,399.45,Month-to-month,No
8563-IIOXK,Male,32,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Electronic check,49.75,331.3,One year,Yes
4903-CNOZC,Male,33,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,No,Credit card (automatic),70.9,1964.6,One year,No
4353-HYOJD,Female,34,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,No,Mailed check,49.85,1336.15,Month-to-month,No
8020-BWHYL,Female,35,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Credit card (automatic),75.3,1147.45,Month-to-month,Yes
7267-FRMJW,Female,36,0,Yes,Yes,25,Yes,No,No,No,No,No,No,No,No,No,Mailed check,20.1,486.05,Two year,No
2982-VPSGI,Female,37,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94.0,1078.9,Month-to-month,Yes
4188-FRABG,Male,38,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Electronic check,103.05,5925.75,Month-to-month,No
8199-ZLLSA,Male,39,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),118.35,7804.15,One year,Yes
4128-ETESU,Female,40,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,Electronic check,99.7,4747.2,Month-to-month,No
0620-DLSLK,Female,41,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Mailed check,81.9,1028.9,Month-to-month,No
4625-EWPTF,Male,42,0,No,No,8,No,No,DSL,Yes,No,No,No,No,No,Yes,Electronic check,30.45,226.45,Month-to-month,Yes
5980-NOPLP,Female,43,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,96.1,4364.1,Month-to-month,Yes
3850-OKINF,Male,20,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Yes,Electronic check,66.2,4692.55,One year,No
6892-XPFPU,Male,20,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.25,2433.9,Month-to-month,Yes
8010-EZLOU,Male,21,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,80.2,1217.25,Month-to-month,Yes
1156-ZFYDO,Female,22,0,No,No,1,Yes,No,No,No,No,No,No,No,No,No,Electronic check,19.75,19.75,Month-to-month,No
3295-YVUSR,Male,23,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,72.6,154.3,Month-to-month,No
8016-NCFVO,Male,24,1,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,116.5,6382.55,Month-to-month,No
4119-ZYPZY,Male,25,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,106.8,7623.2,Two year,No
5549-ZGHFB,Male,26,0,Yes,Yes,50,Yes,Yes,No,No,No,No,No,No,No,No,Mailed check,24.95,1261.45,Two year,No
7577-SWIFR,Male,27,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,89.25,89.25,Month-to-month,No
0303-WMMRN,Male,28,0,No,No,5,Yes,No,No,No,No,No,No,No,No,Yes,Mailed check,19.25,86.05,Month-to-month,No
6408-OTUBZ,Female,29,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),104.55,6779.05,One year,No
5204-HMGYF,Female,30,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,87.2,4345,One year,No
1078-TDCRN,Female,31,1,Yes,No,3,No,No,DSL,No,Yes,No,No,No,No,Yes,Electronic check,30.75,82.85,Month-to-month,No
3727-OVPRY,Male,32,0,Yes,Yes,66,Yes,Yes,No,No,No,No,No,No,No,Yes,Credit card (automatic),25.7,1714.55,One year,No
3797-FKOGQ,Male,33,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,86.2,893.2,Month-to-month,No
7622-NXQZR,Male,34,0,No,No,28,No,No ,DSL,No,No,No,Yes,No,No,Yes,Credit card (automatic),30.1,810.85,Month-to-month,No
6196-HBOBZ,Male,35,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Electronic check,99.35,6347.55,Two year,No
3970-XGJDU,Female,36,0,No,No,62,Yes,No,No,No,No,No,No,No,No,Yes,Credit card (automatic),19.2,1123.65,Two year,No
7017-VFULY,Female,37,0,Yes,No,2,Yes,No,No,No,No,No,No,No,No,No,Bank transfer (automatic),20.1,43.15,Month-to-month,No
5562-YJQGT,Female,38,0,No,No,2,Yes,No,No,No,No,No,No,No,No,No,Credit card (automatic),20.35,35.1,Month-to-month,No
8807-OPMBM,Female,39,0,Yes,Yes,55,Yes,Yes,No,No,No,No,No,No,No,Yes,Credit card (automatic),25.65,1388,Two year,No
5439-WIKXB,Male,40,1,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,94.55,3851.45,Month-to-month,No
9874-QLCLH,Female,41,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,104.2,1743.5,Month-to-month,Yes
8294-UIMBA,Female,42,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),94.4,2638.1,One year,No
