SeniorCitizen,Partner,Dependents,Tenure,Customer ID
0,No,No,34,0866-QLSIR
0,Yes,No,69,6050-FFXES
0,Yes,Yes,1,7181-BQYBV
0,No,No,40,0362-RAOQO
0,Yes,Yes,30,9554-DFKIC
0,No,No,11,5527-ACHSO
0,No,No,15,0829-DDVLK
0,No,No,11,1399-UBQIU
0,Yes,Yes,64,1813-JLKWR
1,Yes,No,72,0336-PIKEI
1,Yes,No,72,7322-OCWHC
0,No,Yes,1,9537-VHDTA
0,No,Yes,15,4957-TIALW
0,No,No,60,2054-PJOCK
0,No,No,56,9150-HEPMB
0,No,No,8,9030-QGZNL
0,No,No,3,6204-IEUXJ
0,Yes,No,49,3126-WQMGH
0,No,No,2,4529-CKBCL
0,No,No,6,2506-CLAKW
0,No,No,70,7176-WRTNX
0,No,No,12,1583-IHQZE
1,Yes,No,52,5732-IKGQH
0,Yes,No,72,9239-GZHZE
0,No,No,40,7205-BAIAD
0,No,No,1,0151-ONTOV
1,No,No,3,4140-MUHUG
1,No,No,40,0093-EXYQL
0,No,Yes,1,8064-RAVOH
0,Yes,No,30,0219-QAERP
0,Yes,Yes,23,0320-JDNQG
0,Yes,Yes,1,7180-PISOG
1,Yes,No,44,9168-INPSZ
0,No,No,65,3571-RFHAR
1,No,No,7,0015-UOCOJ
1,No,No,72,5334-AFQJB
1,No,No,8,2754-SDJRD
0,No,No,16,9578-VRMNM
1,Yes,Yes,66,1587-FKLZB
0,No,No,1,6140-QNRQQ
0,No,Yes,3,8963-JLGJT
0,Yes,No,53,4307-KTUMW
1,Yes,No,8,1465-LNTLJ
1,Yes,No,69,5440-FLBQG
0,No,No,5,2135-DQWAQ
0,Yes,Yes,72,4056-QHXHZ
0,Yes,No,13,7470-MCQTK
0,No,No,4,7488-MXJIV
0,Yes,Yes,54,7401-JIXNM
0,Yes,No,72,9339-FIIJL
0,No,No,12,2027-FECZV
0,No,No,1,2672-DZUOY
1,No,No,1,4706-DGAHW
0,Yes,No,54,3870-MQAMG
0,Yes,Yes,69,6670-MFRPK
0,No,No,48,6177-PEVRA
0,Yes,Yes,48,4800-CZMPC
0,Yes,No,8,4813-HQMGZ
0,Yes,Yes,71,7579-KKLOE
0,No,No,2,7377-DMMRI
0,Yes,No,67,8402-EIVQS
0,Yes,Yes,34,4947-DSMXK
0,No,No,3,7245-NIIWQ
0,Yes,Yes,9,0002-ORFBO
0,Yes,Yes,71,3324-OIRTO
0,No,No,57,5414-OFQCB
0,No,No,72,4967-WPNCF
1,Yes,Yes,48,8552-OBVRU
0,No,No,18,8499-BRXTD
0,Yes,Yes,43,9154-QDGTH
0,Yes,Yes,72,8197-BFWVU
0,Yes,Yes,35,2577-GVSIL
0,No,No,4,9367-OIUXP
0,Yes,Yes,49,6770-UAYGJ
0,Yes,Yes,71,6463-HHXJR
0,Yes,Yes,11,7928-VJYAB
0,Yes,Yes,63,1187-WILMM
1,No,No,65,9776-OJUZI
0,No,Yes,49,1306-RPWXZ
0,No,No,29,8949-JTMAY
1,Yes,No,15,2774-LVQUS
0,Yes,Yes,4,3097-PYWXL
0,Yes,No,72,2266-SJNAT
1,Yes,No,26,0869-PAPRP
1,Yes,No,35,4238-JSSWH
0,No,No,57,2972-YDYUW
0,Yes,Yes,28,1104-FEJAM
0,Yes,No,25,2809-ILCYT
0,Yes,No,47,5499-ECUTN
0,Yes,Yes,57,4981-FLTMF
1,Yes,No,16,9121-PHQSR
0,No,No,5,3113-IWHLC
0,Yes,No,17,3211-ILJTT
1,No,No,56,4612-THJBS
0,Yes,Yes,72,4277-BWBML
1,No,No,21,4094-NSEDU
0,Yes,Yes,48,0234-TEVTT
0,Yes,No,68,4304-TSPVK
0,No,No,30,1552-AAGRX
0,Yes,No,3,2637-FKFSY
1,No,No,14,9796-MVYXX
0,No,Yes,4,7874-ECPQJ
0,Yes,Yes,71,0020-INWCK
0,Yes,Yes,8,7089-RKVSZ
0,Yes,Yes,61,2683-JXWQQ
0,Yes,Yes,72,9548-ZMVTX
0,No,No,5,8739-XNIKG
0,No,No,49,9755-JHNMN
0,No,No,8,3981-QSVQI
0,No,No,3,2789-HQBOU
0,Yes,Yes,9,9424-CMPOG
0,Yes,Yes,67,5067-WJEUN
0,No,No,46,3450-WXOAT
0,Yes,No,67,9251-WNSOD
0,Yes,No,55,6974-DAFLI
0,Yes,No,33,2616-UUTFK
0,Yes,Yes,62,7064-JHXCE
0,No,Yes,1,5103-MHMHY
0,Yes,Yes,49,7989-AWGEH
0,No,No,1,4373-VVHQL
0,Yes,No,14,4559-UWIHT
1,No,No,18,7268-IGMFD
1,No,No,1,1846-XWOQN
0,No,No,1,0235-KGSLC
0,Yes,No,72,6650-BWFRT
0,No,No,64,9570-KYEUA
0,Yes,No,69,6993-YGFJV
0,No,No,1,2712-SYWAY
0,Yes,Yes,71,0730-BGQGF
0,Yes,Yes,66,5498-IBWPI
0,No,No,2,9101-NTIXF
1,Yes,No,71,0013-SMEOE
0,No,No,11,9314-QDMDW
0,No,Yes,47,9308-ANMVE
0,Yes,No,35,2884-GBPFB
1,Yes,No,32,3757-NJYBX
0,Yes,Yes,60,3413-DHLPB
0,No,No,11,7649-PHJVR
0,No,No,29,6114-TCFID
0,Yes,Yes,21,3787-TRIAL
1,Yes,No,48,2573-GYRUU
0,No,Yes,3,5156-UMKOW
0,Yes,Yes,43,1247-QBVSH
0,No,No,5,6734-GMPVK
0,No,No,1,9822-OAOVB
0,Yes,Yes,71,6161-ERDGD
0,Yes,Yes,8,1226-JZNKR
0,No,No,8,7318-EIVKO
0,No,No,20,3771-PZOBW
0,Yes,Yes,33,5136-KCKGI
0,No,No,71,8231-BSWXX
1,Yes,No,31,6486-LHTMA
1,Yes,No,38,4083-BFNYK
0,No,No,1,3722-WPXTK
0,Yes,Yes,2,7389-KBFIT
0,Yes,No,12,7176-WIONM
0,No,Yes,9,5141-ZUVBH
1,No,Yes,11,1089-HDMKP
0,No,Yes,6,7623-HKYRK
0,Yes,No,71,0310-SUCIN
0,Yes,Yes,42,5197-PYEPU
0,Yes,Yes,8,2929-ERCFZ
0,No,No,5,7548-SEPYI
0,Yes,No,2,8835-VSDSE
0,Yes,Yes,45,6619-RPLQZ
0,Yes,Yes,28,3275-RHRNE
0,Yes,No,43,3503-TYDAY
0,No,Yes,60,6901-GOGZG
0,Yes,No,42,1623-NLDOT
0,Yes,Yes,7,7021-XSNYE
0,Yes,No,25,9621-OUPYD
1,Yes,Yes,40,9898-KZQDZ
0,No,No,27,8982-NHAVY
0,No,No,10,4307-KWMXE
1,No,No,27,0141-YEAYS
0,No,No,11,2450-ZKEED
0,Yes,Yes,4,3694-DELSO
0,No,No,68,3893-JRNFS
1,No,No,1,9603-OAIHC
0,No,No,18,1133-KXCGE
0,No,No,57,5236-PERKL
0,No,No,26,0142-GVYSN
0,Yes,No,17,1049-FYSYG
0,No,No,1,7854-FOKSF
0,No,Yes,38,2519-FAKOD
1,Yes,No,59,8406-LNMHF
0,No,No,30,1821-BUCWY
1,No,No,2,8263-JQAIK
1,Yes,No,50,0023-UYUPN
0,No,No,9,8314-DPQHL
0,Yes,Yes,3,1465-WCZVT
0,No,Yes,14,9481-SFCQY
1,No,No,31,6360-SVNWV
0,No,No,7,0567-GGCAC
0,No,No,8,7089-IVVAZ
0,Yes,Yes,17,8884-MRNSU
0,Yes,Yes,32,2171-UDMFD
1,No,No,2,9050-IKDZA
1,No,No,7,2205-YMZZJ
0,Yes,Yes,72,9802-CAQUT
1,No,No,31,1254-IZEYF
0,Yes,Yes,27,0187-WZNAB
0,No,No,18,9492-TOKRI
0,No,No,7,1475-VWVDO
1,No,No,14,9221-OTIVJ
0,Yes,Yes,11,1357-MVDOZ
0,Yes,Yes,72,7602-MVRMB
0,Yes,Yes,28,3325-FUYCG
1,No,No,15,5908-QMGOE
1,No,No,4,1197-BVMVG
0,No,No,71,5406-KGRMX
0,No,No,5,8481-YYXWG
0,Yes,Yes,47,5968-HYJRZ
1,Yes,No,57,5198-EFNBM
1,Yes,No,50,7516-GMHUV
0,No,No,8,7140-ADSMJ
0,Yes,Yes,48,2230-XTUWL
0,No,No,70,7706-YLMQA
0,No,Yes,1,2585-KTFRE
0,Yes,No,8,7994-UYIVZ
0,No,No,1,2609-IAICY
0,No,No,1,1740-CSDJP
0,Yes,Yes,60,7717-BICXI
0,Yes,Yes,49,6559-RAKOZ
0,Yes,No,4,2636-OHFMN
0,No,No,29,4716-MRVEN
0,Yes,No,67,2143-LJULT
0,Yes,No,53,1323-OOEPC
0,Yes,No,67,3200-MNQTF
0,Yes,Yes,6,6164-HXUGH
0,No,No,47,5630-IXDXV
0,No,No,53,0320-DWVTU
0,Yes,No,69,9135-MGVPY
0,No,No,3,1212-GLHMD
0,No,No,4,7878-JGDKK
0,Yes,Yes,56,1088-AUUZZ
1,Yes,No,59,0397-GZBBC
1,Yes,No,61,6614-YWYSC
0,Yes,No,2,9588-OZDMQ
1,Yes,Yes,46,7641-EUYET
0,Yes,Yes,12,6476-EPYZR
0,No,No,14,9921-ZVRHG
0,Yes,Yes,28,1174-FGIFN
0,No,No,24,6620-HVDUJ
0,No,No,31,4701-MLJPN
0,Yes,Yes,68,1032-MAELW
0,No,Yes,39,7641-TQFHN
0,Yes,No,42,1552-TKMXS
0,Yes,No,13,9206-GVPEQ
0,Yes,No,6,8622-ZLFKO
0,No,No,35,1596-BBVTG
0,Yes,No,38,6188-UXBBR
0,No,No,18,2333-KWEWW
0,Yes,No,4,5702-SKUOB
0,Yes,No,27,1134-YWTYF
0,No,Yes,41,6061-GWWAV
0,Yes,Yes,50,0679-TDGAK
0,Yes,Yes,72,6585-WCEWR
0,No,No,70,9067-YGSCA
0,Yes,Yes,44,9067-SQTNS
0,No,No,2,8433-WXGNA
0,Yes,Yes,34,1776-SPBWV
1,Yes,No,72,8735-SDUFN
0,Yes,No,71,9668-PUGNU
0,No,No,64,9405-GPBBG
0,Yes,No,72,1926-QUZNN
0,No,No,1,3707-GNWHM
1,Yes,No,29,7016-NVRIC
0,Yes,No,23,5829-NVSQN
0,Yes,Yes,52,9565-AXSMR
1,No,No,25,8922-LIEGH
0,No,No,64,8869-LIHMK
1,No,No,16,8245-UMPYT
1,No,No,1,5186-SAMNZ
0,No,No,24,0447-RXSGD
0,Yes,No,2,4927-WWOOZ
0,Yes,Yes,34,5788-YPOEG
1,Yes,No,36,5373-SFODM
0,Yes,Yes,53,0661-KBKPA
0,Yes,Yes,47,9081-WWXKP
0,No,Yes,72,0784-ZQJZX
0,Yes,Yes,72,3133-PZNSR
0,No,No,1,5766-ZJYBB
0,No,No,9,8931-GJJIQ
0,No,No,8,4277-PVRAN
1,No,No,45,0022-TCJCI
0,No,No,7,0722-SVSFK
0,Yes,No,71,3612-YVGSJ
1,No,No,41,9825-YCXWZ
0,Yes,Yes,67,5397-NSKQG
0,Yes,No,69,8565-HBFNN
1,Yes,No,70,2000-DHJUY
0,No,No,25,0203-HHYIJ
0,No,No,72,8670-ERCJH
0,Yes,Yes,34,7758-UJWYS
0,Yes,Yes,65,2050-ONYDQ
0,No,No,70,7055-JCGNI
0,Yes,Yes,72,0739-UUAJR
0,No,Yes,35,4826-DXMUP
0,No,No,13,0952-KMEEH
0,Yes,No,12,7285-KLOTR
0,Yes,Yes,62,0654-PQKDW
0,No,No,25,7175-NTIXE
0,No,No,52,7963-SHNDT
1,No,No,8,9796-BPKIW
0,No,No,2,0188-GWFLE
0,Yes,Yes,56,8129-GMVGI
0,No,No,12,2882-DDZPG
0,Yes,No,47,3547-LQRIK
1,No,No,2,9137-NOQKA
0,No,No,18,5843-TTHGI
0,No,No,8,1849-RJYIG
0,Yes,No,45,8868-GAGIO
0,No,No,3,4061-UKJWL
0,No,No,38,5380-XPJNZ
0,Yes,No,72,8263-QMNTJ
0,No,No,46,8178-EYZUO
0,Yes,Yes,71,3230-JCNZS
0,Yes,Yes,66,0277-ORXQS
1,No,No,25,5130-IEKQT
0,No,No,18,3230-WYKIR
0,Yes,Yes,13,7996-BPXHY
0,Yes,Yes,65,3227-WLKLI
0,Yes,No,60,0407-BDJKB
0,Yes,Yes,15,2266-FUBDZ
0,Yes,No,72,8237-ULIXL
0,Yes,No,30,9600-UDOPK
0,Yes,Yes,42,8216-AZUUZ
0,Yes,No,71,9153-BTBVV
0,No,No,1,4074-SJFFA
1,No,No,39,3269-ATYWD
0,No,No,35,5186-PEIZU
0,Yes,Yes,53,1074-AMIOH
0,No,No,1,4910-GMJOT
1,Yes,Yes,31,0354-WYROK
0,No,No,48,4361-FEBGN
1,No,Yes,30,7748-UMTRK
0,No,No,10,0380-ZCSBI
0,No,Yes,12,7145-FEJWU
1,No,No,57,6463-MVYRY
0,Yes,No,58,3969-JQABI
0,No,No,37,9624-EGDEQ
0,Yes,Yes,44,1051-EQPZR
0,No,Yes,27,5849-ASHZJ
0,No,No,8,5780-INQIK
1,No,No,3,7576-OYWBN
1,Yes,No,25,4526-ZJJTM
0,Yes,Yes,57,8384-FZBJK
0,No,No,12,3750-RNQKR
0,Yes,Yes,62,0962-CQPWQ
0,Yes,No,65,3096-YXENJ
0,Yes,No,71,1265-BCFEO
0,Yes,Yes,21,5837-LXSDN
0,Yes,No,71,5945-AZYHT
0,No,No,7,8325-QRPZR
0,No,No,72,6384-VMJHP
0,No,No,1,2262-SLNVK
0,Yes,Yes,72,7730-CLDSV
0,Yes,Yes,64,1135-HIORI
0,No,No,72,0164-APGRB
0,No,No,29,6481-ESCNL
0,No,No,13,1790-NESIO
0,No,No,31,1550-EENBN
1,No,No,1,5539-TMZLF
0,Yes,Yes,7,4323-SADQS
0,Yes,No,61,4446-BZKHU
0,No,Yes,39,5202-IVJNU
0,Yes,No,10,5976-JCJRH
0,Yes,Yes,14,8198-RKSZG
0,No,No,1,0137-OCGAB
0,Yes,Yes,67,3351-NQLDI
0,No,No,72,9297-EONCV
0,Yes,Yes,6,7593-JNWRU
0,No,No,1,4588-YBNIB
0,Yes,Yes,25,1069-QJOEE
1,No,No,33,3336-JORSO
0,No,No,18,7799-DSEWS
0,Yes,No,71,8766-PAFNE
1,Yes,Yes,28,5315-CKEQK
0,No,Yes,2,3130-ICDUP
0,Yes,Yes,17,0820-FNRNX
0,No,No,56,0880-FVFWF
0,Yes,No,60,4611-ANLQC
0,No,No,33,4213-HKBJO
0,No,No,1,2792-LSHWX
0,No,No,2,5028-GZLDO
0,Yes,No,63,0014-BMAQU
1,Yes,No,7,6861-XWTWQ
0,No,No,55,9018-PCIOK
0,Yes,No,65,4837-QUSFT
0,Yes,No,1,6877-TJMBR
0,No,No,63,9953-ZMKSM
1,Yes,No,70,0907-HQNTS
0,Yes,Yes,36,7665-NKLAV
0,No,No,52,6769-DCQLI
0,No,No,22,2433-KMEAS
0,No,No,22,4391-LNRXK
1,No,No,5,8250-ZNGGW
0,Yes,No,47,2195-ZRVAX
0,No,No,33,3550-SAHFP
0,No,No,18,2011-TRQYE
0,No,No,1,8562-GHPPI
0,No,No,56,5893-PYOLZ
0,No,No,2,4986-MXSFP
0,No,No,35,6131-FOYAS
0,Yes,No,64,3027-YNWZU
0,No,No,15,5609-IMCGG
0,No,No,24,4873-ILOLJ
0,No,No,1,4727-MCYZG
0,Yes,Yes,70,9481-WHGWY
0,Yes,No,1,2725-KXXWT
0,No,Yes,4,9565-DJPIB
0,No,No,39,4328-VUFWD
0,No,No,29,3301-LSLWQ
0,Yes,Yes,14,7473-ZBDSN
0,No,No,61,3166-PNEOF
0,No,Yes,13,5639-NTUPK
0,No,No,66,8780-YRMTT
0,No,No,2,8348-HFYIV
0,Yes,No,59,5140-FOMCQ
0,Yes,Yes,62,6242-SGYTS
1,Yes,No,33,8166-ORCHU
0,No,Yes,66,8414-OOEEL
0,No,No,72,8454-AATJP
0,No,Yes,1,6849-WLEYG
0,No,No,19,4659-NZRUF
0,Yes,Yes,51,4531-AUZNK
0,No,No,63,4191-XOVOM
0,No,No,27,2150-OEGBV
0,No,No,22,8429-XIBUM
1,No,No,4,1855-CFULU
0,Yes,Yes,42,4878-BUNFV
0,No,No,29,1872-EBWSC
0,No,No,4,2608-BHKFN
0,No,No,30,7026-YMSBE
0,Yes,No,4,7341-LXCAF
0,Yes,Yes,71,6997-UVGOX
0,Yes,No,46,9674-EHPPG
0,No,No,4,9462-MJUAW
0,No,No,7,8128-YVJRG
0,No,No,69,5440-VHLUL
0,Yes,No,72,5781-BKHOP
1,No,No,19,4283-FUTGF
0,No,No,28,5213-TWWJU
0,Yes,No,5,1569-TTNYJ
1,Yes,No,72,8628-MFKAX
1,Yes,Yes,8,2397-BRLOM
0,No,No,7,7629-WIXZF
0,No,No,22,5445-GLVOT
0,No,No,72,3976-HXHCE
0,Yes,Yes,8,2466-NEJOJ
0,Yes,No,52,0254-KCJGT
0,No,No,68,5472-CVMDX
0,Yes,No,71,6461-SZMCV
0,No,No,2,8150-QUDFX
1,No,No,34,9508-ILZDG
0,No,No,35,2346-DJQTB
0,Yes,Yes,61,1697-LYYYX
0,No,No,1,1942-OQFRW
0,No,No,1,4749-VFKVB
0,Yes,Yes,53,9640-ZSLDC
0,Yes,No,72,4231-LZUYM
0,Yes,No,2,7598-UAASY
0,No,No,3,7938-OUHIO
1,No,No,13,8510-AWCXC
1,Yes,No,41,6128-AQBMT
0,Yes,No,24,3594-BDSOA
0,Yes,Yes,28,0431-APWVY
0,No,No,8,5133-VRSAB
0,No,No,1,5996-DAOQL
0,No,No,54,6838-YAUVY
0,No,No,41,0484-JPBRU
0,Yes,No,19,7883-ROJOC
0,Yes,Yes,72,0244-LGNFY
0,No,No,62,7274-CGTOD
1,Yes,Yes,56,4295-YURET
0,No,No,15,3426-NIYYL
1,No,No,10,8225-BTJAU
0,Yes,Yes,32,4635-EJYPD
0,No,No,21,1866-ZSLJM
0,Yes,Yes,62,4636-TVXVG
0,No,No,2,4236-UJPWO
0,No,Yes,27,9392-XBGTD
0,No,No,5,3387-VATUS
0,No,No,25,6402-SSEJG
0,No,No,2,1143-NMNQJ
0,No,No,49,1169-SAOCL
0,No,No,63,1110-KYLGQ
0,No,Yes,4,9929-PLVPA
0,Yes,No,1,3518-PZXZQ
0,No,No,11,2371-JUNGC
1,No,No,52,7693-QPEFS
1,Yes,No,60,0924-BJCRC
0,No,No,64,5074-FBGHB
0,Yes,Yes,43,2351-BKRZW
0,Yes,No,61,4455-BFSPD
0,No,No,1,0415-MOSGF
1,No,No,5,1724-BQUHA
0,No,No,66,3948-KXDUF
0,Yes,No,67,2323-ARSVR
0,Yes,No,42,0815-MFZGM
1,Yes,No,1,4826-XTSOH
0,Yes,Yes,31,5480-XTFFL
0,No,No,7,8295-FHIVV
0,No,No,4,2495-INZWQ
0,Yes,Yes,34,9086-YJYXS
0,No,No,3,1179-INLAT
0,Yes,Yes,19,7909-FIOIY
0,Yes,Yes,31,4139-SUGLD
0,No,No,1,6857-VWJDT
0,No,No,3,6351-SCJKT
0,Yes,No,46,5468-BPMMO
0,No,No,1,5624-BQSSA
0,Yes,Yes,69,0197-PNKNK
0,No,No,5,2439-QKJUL
0,No,No,1,1194-SPVSP
0,No,No,26,9534-NSXEM
1,No,No,10,2408-WITXK
0,No,No,25,8929-KSWIH
0,Yes,Yes,64,2250-IVBWA
0,Yes,Yes,30,1810-MVMAI
0,No,No,13,9506-UXUSK
0,Yes,No,64,1229-RCALF
0,No,Yes,46,3572-UOLYZ
0,No,No,12,1429-UYJSV
0,No,No,15,5577-OTWWW
0,Yes,Yes,17,6100-QQHEB
0,Yes,Yes,13,6366-XIVKZ
0,Yes,Yes,67,3470-OBUET
0,Yes,No,24,2770-NSVDG
0,No,No,6,9375-MHRRS
1,Yes,No,53,2634-HCZGT
1,Yes,No,16,7503-QQRVF
0,No,No,10,4860-YZGZM
0,No,No,13,6599-GZWCM
0,No,No,9,2691-NZETQ
0,No,No,25,4404-HIBDJ
1,No,No,7,5533-NHFRF
0,Yes,Yes,38,7037-MTYVW
0,Yes,No,43,4760-THGOT
0,No,Yes,4,7295-JOMMD
0,No,No,25,4016-BJKTZ
0,No,Yes,27,6584-VQMYT
0,Yes,Yes,72,9838-BFCQT
0,No,Yes,71,2790-XUYMV
0,No,No,24,0581-MDMPW
0,No,No,50,5013-SBUIH
0,No,No,57,1023-BQXZE
0,No,No,15,9163-GHAYE
0,No,No,4,3904-UKFRE
0,No,No,28,5353-WILCI
1,No,No,9,0709-TVGUR
0,Yes,No,55,0058-EVZWM
0,No,No,3,6023-YEBUP
0,No,No,10,7209-JCUDS
0,No,Yes,55,7009-PCARS
0,Yes,Yes,20,0519-DRGTI
0,Yes,Yes,62,1017-FBQMM
1,Yes,No,32,3001-CBHLQ
0,No,No,43,1985-MBRYP
0,Yes,No,9,6158-DWPZT
0,Yes,No,60,9372-TXXPS
0,Yes,No,58,3259-QMXUN
0,No,Yes,7,1015-JPFYW
0,Yes,Yes,2,6645-MXQJT
1,No,No,37,4360-QRAVE
1,Yes,Yes,65,8433-WPJTV
0,Yes,Yes,39,5804-JMYIO
0,Yes,No,66,3763-GCZHZ
0,No,No,68,6484-LATFU
0,Yes,Yes,62,7599-NTMDP
0,No,No,3,0772-GYEQQ
0,Yes,No,72,0536-ACXIP
0,Yes,No,41,0936-NQLJU
0,Yes,Yes,29,4831-EOBFE
0,No,No,4,1575-KRZZE
0,No,No,53,3251-YMVWZ
1,Yes,No,1,4102-OQUPX
0,Yes,Yes,41,9170-GYZJC
0,Yes,No,39,4884-LEVMQ
0,Yes,No,63,8857-CUPFQ
0,No,No,15,7610-TVOPG
0,Yes,No,13,3638-DIMPH
0,No,No,1,1845-ZLLIG
0,No,No,1,8559-WNQZS
1,No,No,8,3999-QGRJH
0,No,No,60,1699-UOTXU
1,Yes,No,12,2454-RPBRZ
0,Yes,No,40,0635-WKOLD
0,No,No,66,5993-JSUWV
0,Yes,Yes,42,4518-FZBSX
1,No,No,66,5387-ASZNZ
0,No,No,49,6988-CJEYV
0,No,No,1,2002-MZHWP
0,No,No,41,3097-FQTVJ
0,Yes,Yes,41,5465-BUBFA
0,Yes,Yes,23,7299-GNVPL
0,No,No,3,9743-DQKQW
0,No,No,4,1215-VFYVK
0,Yes,Yes,52,9371-BITHB
1,Yes,No,4,2265-CYWIV
0,No,No,11,9093-FPDLG
0,Yes,No,2,0541-FITGH
0,Yes,No,26,6985-HAYWX
0,Yes,Yes,24,7508-KBIMB
0,No,No,12,6838-HVLXG
1,Yes,No,60,2277-DJJDL
0,Yes,Yes,64,1897-OKVMW
0,Yes,No,66,5485-ITNPC
0,No,No,60,0233-FTHAV
0,Yes,Yes,17,4644-PIZRT
0,Yes,Yes,42,8922-NPKBJ
0,No,No,1,2740-TVLFN
0,Yes,Yes,47,7771-CFQRQ
0,Yes,No,10,9512-PHSMG
1,Yes,No,70,6963-EZQEE
1,No,No,67,2452-KDRRH
0,No,No,1,2004-OCQXK
0,Yes,No,7,5027-QPKTE
0,No,No,1,4146-SVFUD
0,No,No,4,1564-HJUVY
0,Yes,Yes,66,3617-XLSGQ
0,No,No,12,7517-LDMPS
0,No,No,24,7244-KXYZN
0,No,No,26,5226-NOZFC
0,No,No,6,2672-HUYVI
0,Yes,No,57,1400-WIVLL
0,Yes,No,14,7508-MYBOG
0,Yes,Yes,42,8148-NLEGT
0,No,No,25,0148-DCDOS
0,Yes,No,64,8347-GDTMP
0,Yes,No,22,9992-RRAMN
0,No,No,19,6746-WAUWT
0,Yes,Yes,61,0310-MVLET
0,Yes,No,22,0428-IKYCP
1,Yes,No,70,4550-VBOFE
0,No,No,12,2187-PKZAY
0,Yes,No,31,4003-OCTMP
0,No,No,11,6652-YFFJO
0,Yes,Yes,68,7225-IILWY
1,Yes,Yes,72,5248-RPYWW
1,No,No,67,7923-IYJWY
0,No,No,60,3170-GWYKC
0,No,No,1,5696-QURRL
1,No,Yes,1,7409-KIUTL
0,Yes,Yes,58,9830-ECLEN
1,Yes,Yes,47,1732-VHUBQ
0,No,No,1,0495-RVCBF
0,No,No,1,2668-TZSPS
0,No,No,22,7854-EDSSA
0,No,No,48,8869-TORSS
0,Yes,No,37,7446-SFAOA
0,No,No,13,9522-ZSINC
0,No,No,43,8234-GSZYK
0,No,No,6,6505-OZNPG
0,No,No,71,6164-HAQTX
1,Yes,Yes,1,0679-IDSTG
0,Yes,Yes,72,7765-LWVVH
1,No,No,6,1658-TJVOA
0,Yes,Yes,12,0953-LGOVU
0,No,No,25,2115-BFTIW
0,Yes,No,21,4692-NNQRU
0,Yes,Yes,6,7742-MYPGI
0,Yes,No,20,0611-DFXKO
0,Yes,No,18,7780-OTDSO
0,No,No,43,9619-GSATL
0,Yes,Yes,35,5622-UEJFI
0,No,No,1,9747-DDZOS
1,Yes,No,32,0674-DGMAQ
0,No,No,52,6203-HBZPA
0,No,No,32,0484-FFVBJ
0,Yes,Yes,72,0301-FIDRB
0,No,No,51,4139-JPIAM
0,Yes,Yes,68,2181-TIDSV
1,Yes,No,8,2761-XECQW
0,Yes,No,49,1936-CZAKF
0,Yes,No,72,9453-PATOS
0,No,No,9,0564-JJHGS
0,Yes,No,28,3348-CFRNX
0,No,No,54,4402-FTBXC
0,No,No,11,1428-GTBJJ
0,Yes,Yes,50,2931-XIQBR
0,Yes,No,69,0106-UGRDO
0,No,No,1,5542-TBBWB
0,Yes,Yes,68,1930-QPBVZ
0,No,Yes,40,2606-PKWJB
0,Yes,Yes,31,5322-ZSMZY
1,No,Yes,33,8059-UDZFY
1,Yes,No,55,7740-BTPUX
0,Yes,Yes,68,5220-AGAAX
0,Yes,Yes,12,0208-BPQEJ
0,Yes,No,71,9435-JMLSX
0,No,No,40,3352-ALMCK
0,Yes,Yes,64,5312-IRCFR
0,Yes,No,53,5294-IMHHT
1,No,No,12,8802-UNOJF
1,No,No,53,6313-GIDIT
0,Yes,No,72,6176-YJWAS
0,No,No,46,5310-NOOVA
0,No,No,40,4526-EXKKN
0,No,No,12,5311-IHLEI
0,No,No,9,3987-KQDDU
0,Yes,Yes,51,3404-JNXAX
0,Yes,Yes,49,5131-PONJI
1,Yes,No,41,2845-AFFTX
0,No,No,56,3489-VSFRD
0,No,No,4,3345-JHUEO
0,Yes,No,20,5815-HGGHV
0,Yes,Yes,26,5260-UMPWX
0,Yes,Yes,20,2249-YPRNG
0,No,No,7,7410-YTJIK
0,No,No,7,4626-GYCZP
0,No,No,51,5649-RXQTV
0,No,No,4,2674-MIAHT
0,No,No,1,2576-HXMPA
0,Yes,Yes,27,7587-AOVVU
0,No,No,22,5590-BYNII
0,No,No,12,6898-MDLZW
0,Yes,Yes,3,3237-AJGEH
0,Yes,Yes,34,4707-YNOQA
0,Yes,No,24,9357-UJRUN
0,No,No,51,1591-NFNLQ
1,No,No,14,8648-PFRMP
0,Yes,No,59,7663-CUXZB
0,No,No,3,0258-NOKBL
0,Yes,Yes,65,1163-VIPRI
1,No,No,5,2815-CPTUL
0,Yes,Yes,59,9348-ROUAI
0,Yes,Yes,72,9443-JUBUO
0,Yes,Yes,62,0596-BQCEQ
0,No,No,28,1481-ZUWZA
0,No,No,3,3043-TYBNO
0,No,Yes,19,4830-FAXFM
0,No,No,1,5906-BFOZT
0,No,No,24,2960-NKRSO
1,No,No,57,8996-ZROXE
0,No,No,72,5598-IKHQQ
0,No,No,67,0397-ZXWQF
0,Yes,Yes,52,5266-PFRQK
0,Yes,Yes,71,4674-HGNUA
0,Yes,No,26,6765-MBQNU
0,No,No,35,9786-IJYDL
0,Yes,Yes,55,1303-SRDOK
0,Yes,Yes,33,3769-MHZNV
0,Yes,No,72,6295-OSINB
0,No,Yes,1,3308-MHOOC
0,No,No,10,2309-OSFEU
1,Yes,No,37,2207-QPJED
0,No,No,12,4177-JPDFU
0,Yes,Yes,1,2239-CFOUJ
