PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Customer ID
Yes,No,DSL,No,No,No,No,No,No,0356-ERHVT
No,No,DSL,Yes,Yes,No,Yes,No,No,7325-ENZFI
Yes,No,Fiber optic,No,Yes,No,No,Yes,No,4884-ZTHVF
Yes,Yes,DSL,No,No,No,No,No,No,3920-HIHMQ
Yes,No,Fiber optic,No,Yes,No,No,No,No,3055-OYMSE
Yes,No,No,No,No,No,No,No,No,0613-WUXUM
No,No,DSL,No,No,No,No,Yes,Yes,7568-PODML
Yes,Yes,No,No,No,No,No,No,No,4458-KVRBJ
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5349-IECLD
No,No,DSL,Yes,No,Yes,No,No,No,1397-XKKWR
Yes,No,DSL,No,No,No,No,No,No,3945-GFWQL
Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,8097-OMULG
Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,6013-BHCAW
Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,0401-WDBXM
Yes,No,No,No,No,No,No,No,No,3387-PLKUI
Yes,Yes,No,No,No,No,No,No,No,6096-EGVTU
No,No ,DSL,No,No,No,No,No,No,3797-VTIDR
Yes,No,DSL,No,Yes,No,Yes,No,Yes,5081-NWSUP
Yes,No,DSL,Yes,Yes,Yes,No,No,No,2580-ATZSQ
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,8085-MSNLK
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9691-HKOVS
Yes,Yes,DSL,No,Yes,No,No,No,No,9881-VCZEP
No,No ,DSL,Yes,No,No,No,No,No,9526-BIHHD
Yes,No,DSL,Yes,No,No,No,No,No,8757-TFHHJ
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,4523-WXCEF
Yes,Yes,No,No,No,No,No,No,No,1468-DEFNC
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5119-KEPFY
Yes,Yes,DSL,No,No,No,No,No,No,8364-TRMMK
Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,0916-KNFAJ
No,No,DSL,No,Yes,No,No,Yes,No,8319-QBEHW
Yes,No,DSL,No,No,No,No,No,Yes,3063-QFSZL
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,8775-LHDJH
Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,9625-QNLUX
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,3097-NQYSN
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,4024-CSNBY
No,No ,DSL,No,No,Yes,Yes,No,Yes,7110-BDTWG
Yes,No,No,No,No,No,No,No,No,7493-GVFIO
Yes,No,No,No,No,No,No,No,No,0690-SRQID
Yes,No,Fiber optic,No,No,No,No,No,No,9605-WGJVW
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,9114-DPSIA
Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,4700-UBQMV
Yes,Yes,No,No ,No ,No ,No ,No ,No ,7711-GQBZC
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3565-UNOCC
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,4627-MIHJH
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,9795-NREXC
Yes,No,No,No ,No ,No ,No ,No ,No ,8573-CGOCC
Yes,Yes,No,No ,No ,No ,No ,No ,No ,7356-AYNJP
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,9249-FXSCK
Yes,No,DSL,Yes,No,Yes,No,No,No,5493-SDRDQ
Yes,No,No,No ,No ,No ,No ,No ,No ,6286-SUUWT
No,No,DSL,No,No,No,No,No,No,4819-HJPIW
Yes,Yes,DSL,No,Yes,No,No,No,No,8654-DHAOW
Yes,No,DSL,No,Yes,No,No,No,Yes,5438-QMDDL
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,9812-GHVRI
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,5553-AOINX
Yes,Yes,Fiber optic,No,No,No,No,No,No,1228-ZLNBX
Yes,No,DSL,No,Yes,No,Yes,Yes,No,4226-KKDON
Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3831-YCPUO
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,7445-WMRBW
Yes,No,No,No,No,No,No,No,No,3308-DGHKL
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9924-JPRMC
Yes,No,DSL,No,Yes,No,No,No,No,0080-EMYVY
Yes,No,DSL,No,Yes,No,No,Yes,No,6218-KNUBD
Yes,No,No,No,No,No,No,No,No,7337-CINUD
Yes,No,No,No,No,No,No,No,No,7609-NRNCA
Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,0623-EJQEG
Yes,No,DSL,Yes,No,Yes,Yes,No,No,7153-CHRBV
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0871-URUWO
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,9190-MFJLN
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,6198-PNNSZ
Yes,No,Fiber optic,No,No,No,No,No,Yes,3317-VLGQT
No,No,DSL,Yes,No,No,No,No,Yes,4132-POCZS
Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,5614-DNZCE
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,1095-JUDTC
No,No ,DSL,No,No,Yes,Yes,Yes,Yes,3896-RCYYE
No,No ,DSL,No,No,No,No,No,No,9638-JIQYA
Yes,No,DSL,No,No,No,No,No,No,3258-SANFR
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3726-TBHQT
Yes,No,No,No ,No ,No ,No ,No ,No ,3190-ITQXP
Yes,No,DSL,Yes,No,No,Yes,No,No,0870-VEMYL
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,4833-QTJNO
Yes,No,No,No,No,No,No,No,No,3039-MJSLN
Yes,No,No,No,No,No,No,No,No,0178-CIIKR
Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,5385-SUIRI
Yes,Yes,DSL,No,No,No,No,No,No,3982-XWFZQ
Yes,No,No,No,No,No,No,No,No,5774-QPLTF
Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,2322-VCZHZ
No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,5010-IPEAQ
Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,4009-ALQFH
Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,6383-ZTSIW
Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,8990-YOZLV
No,No ,DSL,No,No,No,No,No,No,3069-SSVSN
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,5222-IMUKT
Yes,No,Fiber optic,No,No,No,No,No,No,3627-FCRDW
Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,7562-GSUHK
Yes,No,No,No,No,No,No,No,No,6685-XSHHU
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8901-UPRHR
Yes,No,No,No,No,No,No,No,No,4903-UYAVB
Yes,No,Fiber optic,Yes,No,No,No,Yes,No,0118-JPNOY
Yes,No,No,No ,No ,No ,No ,No ,No ,6776-TLWOI
Yes,No,No,No ,No ,No ,No ,No ,No ,3845-FXCYS
Yes,No,No,No ,No ,No ,No ,No ,No ,5857-XRECV
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,0725-CXOTM
Yes,No,Fiber optic,Yes,No,No,No,No,No,4343-EJVQB
No,No,DSL,No,Yes,No,No,Yes,Yes,9000-PLFUZ
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,3427-GGZZI
Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,7779-ORAEL
Yes,No,Fiber optic,No,No,No,No,No,No,0644-OQMDK
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,4077-CROMM
Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,3154-CFSZG
Yes,No,Fiber optic,No,No,No,No,No,Yes,2868-MZAGQ
Yes,No,DSL,No,No,No,No,No,No,4847-QNOKA
Yes,No,No,No,No,No,No,No,No,2220-IAHLS
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,1658-XUHBX
Yes,No,Fiber optic,No,No,No,No,No,No,6379-RXJRQ
Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,2378-HTWFW
No,No ,DSL,No,No,Yes,No,No,No,8650-RHRKE
Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,4377-VDHYI
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,0475-RIJEP
Yes,No,DSL,No,No,No,No,No,Yes,1260-TTRXI
Yes,No,No,No,No,No,No,No,No,3719-TDVQB
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,6328-ZPBGN
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0201-MIBOL
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,4937-QPZPO
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2925-VDZHY
No,No ,DSL,No,No,Yes,Yes,Yes,Yes,6981-TDRFT
Yes,Yes,DSL,No,No,Yes,No,No,No,3413-CSSTH
Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,8033-VCZGH
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,4789-KWMXN
Yes,No,No,No ,No ,No ,No ,No ,No ,0224-NIJLP
Yes,No,No,No ,No ,No ,No ,No ,No ,7542-CYDDM
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,4718-WXBGI
Yes,No,Fiber optic,No,No,No,No,No,Yes,2867-UIMSS
Yes,Yes,DSL,No,No,Yes,No,No,No,8495-PRWFH
Yes,No,Fiber optic,No,Yes,No,No,No,No,0439-IFYUN
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,5716-LIBJC
Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,2868-LLSKM
Yes,Yes,Fiber optic,No,No,No,No,No,No,8111-RKSPX
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,2988-QRAJY
Yes,No,DSL,No,No,No,Yes,No,No,1585-MQSSU
Yes,Yes,No,No,No,No,No,No,No,0071-NDAFP
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,2856-NNASM
Yes,No,No,No,No,No,No,No,No,7328-ZJAJO
Yes,No,Fiber optic,Yes,Yes,No,No,No,No,6458-CYIDZ
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,8559-CIZFV
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,1090-PYKCI
No,No ,DSL,No,No,No,No,No,No,3058-WQDRE
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,7547-EKNFS
Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,2279-AXJJK
Yes,No,Fiber optic,Yes,No,No,No,No,Yes,6769-DYBQN
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,0909-SELIE
No,No ,DSL,No,No,No,No,No,No,3417-TSCIC
Yes,No ,DSL,No,Yes,No,Yes,No,No,1042-HFUCW
Yes,No ,Fiber optic,No,No,No,Yes,Yes,No,4439-JMPMT
No,No ,DSL,No,No,Yes,No,Yes,Yes,6537-OTKMY
Yes,No,No,No,No,No,No,No,No,8999-EXMNO
Yes,No,No,No,No,No,No,No,No,6725-TPKJO
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,2446-BEGGB
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,7162-WPHPM
Yes,No,Fiber optic,Yes,Yes,No,No,No,No,1599-MMYRQ
No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,8821-KVZKQ
No,No,DSL,No,No,No,No,No,No,1496-GGSUK
No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,6434-TTGJP
Yes,No,No,No ,No ,No ,No ,No ,No ,0042-JVWOJ
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,0130-SXOUN
Yes,No,Fiber optic,No,No,No,No,No,No,2575-GFSOE
Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,2330-PQGDQ
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,1452-UZOSF
Yes,Yes,No,No ,No ,No ,No ,No ,No ,2097-YVPKN
Yes,No,DSL,No,No,No,No,No,No,2842-JTCCU
Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,8597-CTXVJ
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,6631-HMANX
Yes,No,No,No,No,No,No,No,No,9962-BFPDU
Yes,No,Fiber optic,No,Yes,No,No,No,No,3296-SILRA
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,9681-OXGVC
Yes,No,No,No,No,No,No,No,No,6394-HHHZM
Yes,Yes,No,No,No,No,No,No,No,5995-LFTLE
No,No ,DSL,Yes,No,No,No,No,Yes,5180-UCIIQ
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1932-UEDCX
Yes,No,Fiber optic,No,No,No,No,No,No,7153-OANIO
Yes,Yes,Fiber optic,No,No,No,No,No,No,5188-HGMLP
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0665-XHDJU
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,6521-YYTYI
Yes,No,DSL,No,No,Yes,No,No,No,8878-HMWBV
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,8265-HKSOW
Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,3544-FBCAS
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,5331-RGMTT
Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,4759-PXTAN
Yes,No,DSL,Yes,Yes,No,No,Yes,No,7054-DMVAS
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,3428-MMGUB
No,No ,DSL,No,Yes,Yes,Yes,Yes,Yes,6549-BTYPG
Yes,Yes,Fiber optic,No,No,No,No,No,No,7823-JSOAG
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,3705-RHRFR
Yes,No,No,No ,No ,No ,No ,No ,No ,9374-YOLBJ
No,No,DSL,Yes,No,No,No,Yes,No,9074-KGVOX
No,No,DSL,No,No,No,No,Yes,Yes,6128-DAFVY
Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,9933-QRGTX
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,4476-OSWTN
No,No ,DSL,No,No,No,No,No,Yes,3751-KTZEL
Yes,No,Fiber optic,No,Yes,No,No,No,No,1977-STDKI
Yes,No,No,No,No,No,No,No,No,5066-GFJMM
Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,2661-GKBTK
No,No,DSL,No,No,Yes,Yes,No,No,0458-HEUZG
Yes,No,No,No,No,No,No,No,No,7268-WNTCP
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,0824-VWDPO
No,No,DSL,No,No,Yes,Yes,Yes,Yes,8409-WQJUX
Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,2578-JQPHZ
Yes,No,DSL,No,No,No,No,No,No,3278-FSIXX
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,5813-UECBU
Yes,No,Fiber optic,No,No,No,No,No,No,0328-GRPMV
Yes,No,No,No,No,No,No,No,No,9746-UGFAC
No,No,DSL,No,No,Yes,Yes,No,No,2946-KIQSP
Yes,No,No,No,No,No,No,No,No,0625-AFOHS
Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,6726-WEXXK
Yes,No,DSL,No,Yes,Yes,Yes,No,No,4636-OLWOE
Yes,No,Fiber optic,No,No,No,No,No,No,4342-HENTK
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4685-ERGHK
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,0885-HMGPY
Yes,No,No,No,No,No,No,No,No,5003-OKNNK
Yes,No,No,No,No,No,No,No,No,4195-SMMNX
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7208-PSIHR
Yes,No,DSL,No,No,No,No,No,No,4012-ZTHBR
Yes,No,DSL,No,No,No,Yes,No,No,0489-WMEMG
Yes,No,No,No,No,No,No,No,No,7435-ZNUYY
Yes,No,No,No,No,No,No,No,No,1354-YZFNB
Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,6956-SMUCM
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,2985-FMWYF
No,No ,DSL,Yes,No,No,Yes,Yes,Yes,2812-ENYMO
Yes,No,No,No ,No ,No ,No ,No ,No ,2717-HVIZY
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,3223-WZWJM
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,3422-GALYP
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9053-JZFKV
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,2530-ENDWQ
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,2890-WFBHU
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0327-WFZSY
Yes,No,No,No,No,No,No,No,No,7977-HXJKU
Yes,No,No,No,No,No,No,No,No,6615-ZGEDR
Yes,No,No,No,No,No,No,No,No,7033-CLAMM
No,No,DSL,Yes,Yes,Yes,No,No,Yes,4023-RTIQM
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0864-FVJNJ
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,7356-IWLFW
Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,9541-PWTWO
Yes,Yes,No,No,No,No,No,No,No,3967-VQOGC
Yes,Yes,DSL,No,Yes,No,No,No,No,7872-RDDLZ
Yes,Yes,Fiber optic,No,No,No,No,No,No,9250-WYPLL
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,6308-CQRBU
Yes,No,Fiber optic,No,No,No,No,Yes,No,2754-XBHTB
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,1597-LHYNC
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0186-CAERR
Yes,No,No,No ,No ,No ,No ,No ,No ,3043-SUDUA
Yes,No,Fiber optic,No ,No,No,No,No,No,5442-BHQNG
Yes,Yes,No,No ,No ,No ,No ,No ,No ,2169-RRLFW
No,No ,DSL,Yes,No,Yes,No,No,Yes,5872-OEQNH
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3162-KKZXO
Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,7055-VKGDA
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,0754-UKWQP
Yes,Yes,Fiber optic,No,No,No,No,No,No,8873-GLDMH
Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,5696-JVVQY
Yes,Yes,No,No ,No ,No ,No ,No ,No ,8946-BFWSG
Yes,Yes,Fiber optic,No ,Yes,No,No,No,No,7493-TPUWZ
Yes,No,No,No ,No ,No ,No ,No ,No ,0547-HURJB
No,No,DSL,No ,No,No,No,No,No,8904-OPDCK
Yes,No,DSL,No ,No,Yes,Yes,Yes,No,8845-LWKGE
Yes,No,No,No ,No ,No ,No ,No ,No ,1577-HKTFG
Yes,No,Fiber optic,No,No,No,No,Yes,No,8752-STIVR
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0691-NIKRI
Yes,No,Fiber optic,No,No,No,Yes,No,No,5022-JNQEQ
Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,4558-FANTW
No,No,DSL,No,Yes,Yes,No,No,Yes,3249-VHRIP
Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,3736-BLEPA
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,4701-LKOZD
Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,6603-QWSPR
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,9921-QFQUL
No,No ,DSL,Yes,No,Yes,Yes,No,No,1929-ZCBHE
Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,4378-MYPGO
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,8651-ENBZX
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,4129-LYCOI
Yes,No,DSL,No,No,No,Yes,Yes,Yes,7798-JVXYM
Yes,Yes,Fiber optic,No,No,No,No,No,No,8647-SDTWQ
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,2696-ECXKC
Yes,No,No,No ,No ,No ,No ,No ,No ,2081-KJSQF
Yes,No,DSL,No,No,No,Yes,No,No,7623-TRNQN
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,3323-CPBWR
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,9330-IJWIO
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3384-CTMSF
Yes,No,No,No,No,No,No,No,No,0902-RFHOF
Yes,Yes,Fiber optic,No,No,No,No,No,No,9286-DOJGF
Yes,Yes,DSL,No,Yes,No,No,No,No,6048-QBXKL
Yes,No,DSL,No,No,No,Yes,No,No,9661-MHUMO
Yes,No,Fiber optic,No,No,No,No,No,No,7718-RXDGG
Yes,No,Fiber optic,No,No,No,No,No,No,1025-FALIX
Yes,No,No,No,No,No,No,No,No,3451-VAWLI
Yes,No,No,No,No,No,No,No,No,3407-QGWLG
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,1842-EZJMK
Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,2347-WKKAE
Yes,No,DSL,Yes,No,No,Yes,No,No,8735-DCXNF
Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,3214-IYUUQ
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,1936-UAFEH
Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,3587-PMCOY
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,8079-XRJRS
Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,1027-LKKQQ
Yes,No,Fiber optic,No,Yes,No,Yes,No,No,7148-XZPHA
Yes,No,No,No,No,No,No,No,No,8073-IJDCM
Yes,No,DSL,No,No,Yes,Yes,No,Yes,5309-TAIKL
Yes,Yes,Fiber optic,No,No,No,No,No,No,6856-RAURS
Yes,No,Fiber optic,Yes,No,No,No,No,No,8778-LMWTJ
Yes,Yes,No,No ,No ,No ,No ,No ,No ,9717-IOAAF
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,8884-ADFVN
Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,2845-KDHVX
No,No,DSL,Yes,No,Yes,Yes,No,Yes,0848-SOMKO
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,2720-WGKHP
Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,6734-FQAJX
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,2869-ADAWR
Yes,Yes,No,No,No,No,No,No,No,1535-VTJOQ
Yes,No,No,No,No,No,No,No,No,6368-TZZDT
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,0943-ZQPXH
Yes,No,No,No,No,No,No,No,No,1293-BSEUN
Yes,No,Fiber optic,No,Yes,No,No,No,No,9894-EZEWG
Yes,No,No,No,No,No,No,No,No,1302-TPUBN
No,No,DSL,No,Yes,No,Yes,No,Yes,7851-FLGGQ
Yes,No,Fiber optic,Yes,No,No,No,No,Yes,0637-UBJRP
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,0940-OUQEC
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,2378-VTKDH
Yes,No,No,No,No,No,No,No,No,0927-CNGRH
Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,8608-OZTLB
No,No,DSL,Yes,No,Yes,Yes,No,No,2335-GSODA
Yes,No,No,No,No,No,No,No,No,1952-DVVSW
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0702-PGIBZ
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,6656-GULJQ
Yes,No,DSL,No,Yes,No,Yes,No,No,9853-JFZDU
Yes,No,No,No,No,No,No,No,No,1963-VAUKV
Yes,No,No,No,No,No,No,No,No,3777-XROBG
Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,6994-FGRHH
Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,4000-VGMQP
No,No,DSL,No,Yes,No,No,Yes,Yes,3999-WRNGR
Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,3466-RITXD
Yes,No,DSL,Yes,Yes,No,Yes,No,No,2680-XKKNJ
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,3058-HJCUY
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,2974-GGUXS
Yes,No,DSL,No,No,Yes,Yes,No,Yes,7994-XIRTR
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3259-FDWOY
Yes,Yes,Fiber optic,No,No,No,No,No,No,2101-RANCD
Yes,Yes,DSL,Yes,Yes,No,No,No,No,7921-BEPCI
Yes,No,DSL,Yes,No,No,Yes,No,No,0807-ZABDG
Yes,Yes,DSL,No,Yes,Yes,No,No,No,8510-TMWYB
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3258-ZKPAI
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,1428-IEDPR
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,5298-GSTLM
No,No ,DSL,No,No,Yes,No,Yes,Yes,4450-YOOHP
Yes,No,DSL,No,No,No,No,Yes,No,6728-CZFEI
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,5748-RNCJT
Yes,No,No,No,No,No,No,No,No,3653-NCRDJ
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,6121-TNHBO
Yes,No,Fiber optic,No,No,No,No,No,No,5119-NZPTV
Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,6519-ZHPXP
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,7739-LAXOG
Yes,Yes,No,No,No,No,No,No,No,3472-QPRCH
No,No ,DSL,Yes,Yes,No,No,Yes,No,8224-UAXBZ
No,No ,DSL,Yes,No,No,Yes,Yes,No,9610-WCESF
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,9776-CLUJA
Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,2486-WYVVE
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,3865-ZYKAD
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,1422-DGUBX
Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,2999-AANRQ
Yes,No,DSL,Yes,No,Yes,No,No,No,8668-KNZTI
Yes,Yes,No,No ,No ,No ,No ,No ,No ,0480-KYJVA
No,No ,DSL,No,Yes,Yes,No,Yes,Yes,6034-ZRYCV
No,No ,DSL,Yes,No,Yes,No,No,Yes,9746-YKGXB
Yes,No,DSL,No,No,No,Yes,No,No,3926-YZVVX
Yes,No,No,No,No,No,No,No,No,6000-UKLWI
Yes,No,Fiber optic,No,No,No,No,No,No,2079-FBMZK
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,6332-FBZRI
Yes,No,No,No ,No ,No ,No ,No ,No ,2096-XOTMO
